https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,n処理終了,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,申請者1,確認番号,許可年月日,申請区分,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,業種,施設-電話番号1,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屋号または商号,営業者氏名,許可番号,許可年月日,申請種別,,施設所在地,,,業種,営業所電話番号,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
からあげ専門店　一歩,小嶋　優矢,3板保生食ほ 第  739号,令和03年12月02日,新規,東京都,板橋区高島平七丁目23番5号　コーポ滝之上Ｂ,板橋区高島平７丁目２３番５号, コーポ滝之上Ｂ,飲食店営業,,,198,からあげ専門店　一歩,03,,,,,東京都　板橋区高島平７丁目２３番５号,東京都板橋区高島平７丁目２３番５号, コーポ滝之上Ｂ,75090,13,13119,高島平７,,,2021/12/02,,,,小嶋　優矢,,,,,,,,,3板保生食ほ 第  739号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,からあげ専門店一歩7509013119,859c9c12-ae90-4cb5-97ec-f2af7067a75d,,personal,7c5dc698-70a7-4023-8805-06d2632f5dad,2021/12/02,からあげ専門店　一歩,からあげ専門店一歩,
カラオケ居酒屋夢宿,内田　歩,3板保生食ほ 第  869号,令和03年12月08日,新規,東京都,板橋区高島平九丁目1番9号,板橋区高島平９丁目１番９号,,飲食店営業,3550-7799,,198,カラオケ居酒屋夢宿,03,03-3550-7799,,,,東京都　板橋区高島平９丁目１番９号,東京都板橋区高島平９丁目１番９号,,75092,13,13119,高島平９,,,2021/12/08,,,,内田　歩,,,,,,,,,3板保生食ほ 第  869号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,カラオケ居酒屋夢宿03-3550-77997509213119,342cc7b8-787a-4368-8424-f1b766beff5b,,personal,119f8ebd-d4d7-4402-9195-a3a60770e8c4,2021/12/08,カラオケ居酒屋夢宿,カラオケ居酒屋夢宿,
喜楽明人,吉田　健太,3板保生食ほ 第  903号,令和03年12月08日,新規,東京都,板橋区東新町一丁目8番10号　ペガサス東新町１０１,板橋区東新町１丁目８番１０号, ペガサス東新町１０１,飲食店営業,6789-1919,,198,喜楽明人,03,03-6789-1919,,,,東京都　板橋区東新町１丁目８番１０号,東京都板橋区東新町１丁目８番１０号, ペガサス東新町１０１,75129,13,13119,東新町１,,,2021/12/08,,,,吉田　健太,,,,,,,,,3板保生食ほ 第  903号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,喜楽明人03-6789-19197512913119,2d045600-407e-44b2-ab9f-f4c88c5b3f7c,,personal,89a9fc9a-166d-4504-b5b5-a1f99c927d5d,2021/12/08,喜楽明人,喜楽明人,
ドミノ・ピザ　徳丸店,株式会社Ｒｅ　Ｃｈａｌｎｏｎ,3板保生食ほ 第  897号,令和03年12月13日,新規,東京都,板橋区徳丸四丁目11番15号　コミュニオン佼徳１Ｆ,板橋区徳丸４丁目１１番１５号, コミュニオン佼徳１Ｆ,飲食店営業,,,198,ドミノ・ピザ　徳丸店,03,,,,,東京都　板橋区徳丸４丁目１１番１５号,東京都板橋区徳丸４丁目１１番１５号, コミュニオン佼徳１Ｆ,75101,13,13119,徳丸４,,,2021/12/13,,,株式会社Ｒｅ　Ｃｈａｌｎｏｎ,,,,,,,,,,3板保生食ほ 第  897号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,ドミノピザ徳丸店7510113119,2b0578ec-d535-4470-b915-23b4786f8764,株式会社Ｒｅ　Ｃｈａｌｎｏｎ,97bcce32-8666-4a84-b166-c279c347d0f4,94c1889a-4187-4376-9ff0-84a7c3896f7f,2021/12/13,ドミノ・ピザ　徳丸店,ドミノピザ徳丸店,株式会社Ｒｅ　Ｃｈａｌｎｏｎ
カフェ　ひびき,特定非営利活動法人みんなの広場ひびき,3板保生食ほ 第  800号,令和03年12月15日,新規,東京都,板橋区徳丸六丁目13番18号,板橋区徳丸６丁目１３番１８号,,飲食店営業,,,198,カフェ　ひびき,03,,,,,東京都　板橋区徳丸６丁目１３番１８号,東京都板橋区徳丸６丁目１３番１８号,,75103,13,13119,徳丸６,,,2021/12/15,,,特定非営利活動法人みんなの広場ひびき,,,,,,,,,,3板保生食ほ 第  800号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,カフェひびき7510313119,e67534bc-9331-404c-ba37-6acba444b34d,特定非営利活動法人みんなの広場ひびき,d6904e04-f6c4-4890-953f-2f91ad9ed875,166e2e96-6f71-477a-a7c7-f14c4844101c,2021/12/15,カフェ　ひびき,カフェひびき,特定非営利活動法人みんなの広場ひびき
パティスリー　ルポン　デザミ,株式会社Ｋ‐ｌ’ａｖａｎｃｅ,3板保生食ほ 第  906号,令和03年12月07日,新規,東京都,板橋区仲宿49番7号,板橋区仲宿４９番７号,,飲食店営業,6905-7613,,198,パティスリー　ルポン　デザミ,03,03-6905-7613,,,,東京都　板橋区仲宿４９番７号,東京都板橋区仲宿４９番７号,,75107,13,13119,仲宿,,,2021/12/07,,,株式会社Ｋ‐ｌ’ａｖａｎｃｅ,,,,,,,,,,3板保生食ほ 第  906号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,パティスリルポンデザミ03-6905-76137510713119,a17e4703-189b-44fe-bcee-79753b56650c,株式会社Ｋ‐ｌ＇ａｖａｎｃｅ,c225f215-0407-4989-a3f0-d196466c7e4c,dd893d06-427d-4c80-ad34-66d630bff97c,2021/12/07,パティスリー　ルポン　デザミ,パティスリルポンデザミ,株式会社Ｋ‐ｌ＇ａｖａｎｃｅ
パティスリー　ルポン　デザミ,株式会社Ｋ‐ｌ’ａｖａｎｃｅ,3板保生食ほ 第  907号,令和03年12月07日,新規,東京都,板橋区仲宿49番7号,板橋区仲宿４９番７号,,菓子製造業,6905-7613,,198,パティスリー　ルポン　デザミ,03,03-6905-7613,,,,東京都　板橋区仲宿４９番７号,東京都板橋区仲宿４９番７号,,75107,13,13119,仲宿,,,2021/12/07,,,株式会社Ｋ‐ｌ’ａｖａｎｃｅ,,,,,,,,,,3板保生食ほ 第  907号,新規,菓子製造業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),E,9,,,パティスリルポンデザミ03-6905-76137510713119,a17e4703-189b-44fe-bcee-79753b56650c,株式会社Ｋ‐ｌ＇ａｖａｎｃｅ,c225f215-0407-4989-a3f0-d196466c7e4c,72ba285e-629a-48ee-8490-8666521f8c25,2021/12/07,パティスリー　ルポン　デザミ,パティスリルポンデザミ,株式会社Ｋ‐ｌ＇ａｖａｎｃｅ
すろこ,大國　静代,3板保生食ほ 第  893号,令和03年12月07日,新規,東京都,板橋区中台一丁目36番4号,板橋区中台１丁目３６番４号,,飲食店営業,3937-2130,,198,すろこ,03,03-3937-2130,,,,東京都　板橋区中台１丁目３６番４号,東京都板橋区中台１丁目３６番４号,,75108,13,13119,中台１,,,2021/12/07,,,,大國　静代,,,,,,,,,3板保生食ほ 第  893号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,すろこ03-3937-21307510813119,09a6d792-e41c-4375-80ad-f6cb613b8e19,,personal,976cddb7-9898-470c-98ef-f375320d8a39,2021/12/07,すろこ,すろこ,
株式会社マルエツ成増南口店,株式会社マルエツ,3板保生食ほ 第  908号,令和03年12月15日,新規,東京都,板橋区成増一丁目14番10号,板橋区成増１丁目１４番１０号,,飲食店営業,5997-7061,,198,株式会社マルエツ成増南口店,03,03-5997-7061,,,,東京都　板橋区成増１丁目１４番１０号,東京都板橋区成増１丁目１４番１０号,,75113,13,13119,成増１,,,2021/12/15,,,株式会社マルエツ,,,,,,,,,,3板保生食ほ 第  908号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,株式会社マルエツ成増南口店03-5997-70617511313119,e5a79204-8c2c-4a87-8240-cfe4561007de,株式会社マルエツ,24c4334a-21db-4cfc-86c8-7a7d7e6b43f5,dc1cf12a-dce3-4773-8b68-c335a45e662b,2021/12/15,株式会社マルエツ成増南口店,株式会社マルエツ成増南口店,株式会社マルエツ
株式会社湖池屋　社員食堂,大東食品株式会社,3板保生食ほ 第  831号,令和03年12月10日,新規,東京都,板橋区成増五丁目9番7号,板橋区成増５丁目９番７号,,飲食店営業,3979-2115,,198,株式会社湖池屋　社員食堂,03,03-3979-2115,,,,東京都　板橋区成増５丁目９番７号,東京都板橋区成増５丁目９番７号,,75117,13,13119,成増５,,,2021/12/10,,,大東食品株式会社,,,,,,,,,,3板保生食ほ 第  831号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,株式会社湖池屋社員食堂03-3979-21157511713119,31186f70-ae5b-4b4e-8ffc-17831af10789,大東食品株式会社,71b1e797-91d8-4398-96a5-3c9d7f74ceda,4c96b25b-2a87-42db-8850-705889c7b059,2021/12/10,株式会社湖池屋　社員食堂,株式会社湖池屋社員食堂,大東食品株式会社
相撲茶屋大旺,有限会社大旺,3板保生食ほ 第  896号,令和03年12月02日,新規,東京都,板橋区蓮根二丁目29番4号,板橋区蓮根２丁目２９番４号,,飲食店営業,5970-9500,,198,相撲茶屋大旺,03,03-5970-9500,,,,東京都　板橋区蓮根２丁目２９番４号,東京都板橋区蓮根２丁目２９番４号,,75124,13,13119,蓮根２,,,2021/12/02,,,有限会社大旺,,,,,,,,,,3板保生食ほ 第  896号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,相撲茶屋大旺03-5970-95007512413119,caee6e61-9488-413a-84a0-ce30ef369b93,有限会社大旺,e827a568-f136-42a5-bc65-023137588170,7060525e-0c36-41e5-8b69-6d693207eafe,2021/12/02,相撲茶屋大旺,相撲茶屋大旺,有限会社大旺
聚,渡辺　安珠,3板保生食ほ 第  929号,令和03年12月15日,新規,東京都,板橋区蓮根二丁目31番23号,板橋区蓮根２丁目３１番２３号,,飲食店営業,5916-7058,,198,聚,03,03-5916-7058,,,,東京都　板橋区蓮根２丁目３１番２３号,東京都板橋区蓮根２丁目３１番２３号,,75124,13,13119,蓮根２,,,2021/12/15,,,,渡辺　安珠,,,,,,,,,3板保生食ほ 第  929号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,聚03-5916-70587512413119,816d2ec7-8a80-4d8d-8701-4f8ab95682d3,,personal,e885fe17-2ec4-4931-8c31-f0ae575baca7,2021/12/15,聚,聚,
ラーメン豚嵐,小原　英明,3板保生食ほ 第  902号,令和03年12月10日,新規,東京都,板橋区蓮根三丁目3番2号　ジュエシュピレーン蓮根１Ｆ,板橋区蓮根３丁目３番２号, ジュエシュピレーン蓮根１Ｆ,飲食店営業,,,198,ラーメン豚嵐,03,,,,,東京都　板橋区蓮根３丁目３番２号,東京都板橋区蓮根３丁目３番２号, ジュエシュピレーン蓮根１Ｆ,75125,13,13119,蓮根３,,,2021/12/10,,,,小原　英明,,,,,,,,,3板保生食ほ 第  902号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,ラメン豚嵐7512513119,b2805176-4a83-4c0e-a6d1-1a0a9a899889,,personal,41ec7245-674c-49c3-a6cc-7294991faf7a,2021/12/10,ラーメン豚嵐,ラメン豚嵐,
日本道路(株)板橋寮,サンコー食品株式会社,3板保生食ほ 第  899号,令和03年12月08日,新規,東京都,板橋区蓮根三丁目27番14号,板橋区蓮根３丁目２７番１４号,,飲食店営業,,,198,日本道路(株)板橋寮,03,,,,,東京都　板橋区蓮根３丁目２７番１４号,東京都板橋区蓮根３丁目２７番１４号,,75125,13,13119,蓮根３,,,2021/12/08,,,サンコー食品株式会社,,,,,,,,,,3板保生食ほ 第  899号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,日本道路株式会社板橋寮7512513119,9cadc888-40d7-4610-9f8c-b7d5ccab2b51,サンコー食品株式会社,281fc1c1-370e-4b28-aae3-10ab7bc76aed,ea767e04-6ded-4e0d-acb7-dc3e4cbd99f0,2021/12/08,日本道路株式会社板橋寮,日本道路株式会社板橋寮,サンコー食品株式会社
猪田精肉店(近江屋）,有限会社猪田精肉店,3板保生食ほ 第  871号,令和03年12月03日,新規,東京都,板橋区東坂下一丁目20番5号,板橋区東坂下１丁目２０番５号,,飲食店営業,,,198,猪田精肉店(近江屋）,03,,,,,東京都　板橋区東坂下１丁目２０番５号,東京都板橋区東坂下１丁目２０番５号,,75127,13,13119,東坂下１,,,2021/12/03,,,有限会社猪田精肉店,,,,,,,,,,3板保生食ほ 第  871号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,猪田精肉店近江屋7512713119,8208fa23-9564-477d-973d-039f8631f308,有限会社猪田精肉店,3efea984-f774-4411-ad7f-ae6bd505550a,480976bf-1204-4305-84c0-4c82e9e47d9e,2021/12/03,猪田精肉店（近江屋）,猪田精肉店近江屋,有限会社猪田精肉店
猪田精肉店(近江屋）,有限会社猪田精肉店,3板保生食ほ 第  872号,令和03年12月03日,新規,東京都,板橋区東坂下一丁目20番5号,板橋区東坂下１丁目２０番５号,,食肉販売業,,,198,猪田精肉店(近江屋）,03,,,,,東京都　板橋区東坂下１丁目２０番５号,東京都板橋区東坂下１丁目２０番５号,,75127,13,13119,東坂下１,,,2021/12/03,,,有限会社猪田精肉店,,,,,,,,,,3板保生食ほ 第  872号,新規,食肉販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),I,58,583,,猪田精肉店近江屋7512713119,8208fa23-9564-477d-973d-039f8631f308,有限会社猪田精肉店,3efea984-f774-4411-ad7f-ae6bd505550a,86e86610-eac3-4d0e-b2f5-be25551eec17,2021/12/03,猪田精肉店（近江屋）,猪田精肉店近江屋,有限会社猪田精肉店
中華そば　香味屋,山中　まり子,3板保生食ほ 第  833号,令和03年12月14日,新規,東京都,板橋区本町11番5号　本町マンション１０６号,板橋区本町１１番５号 ,本町マンション１０６号,飲食店営業,5248-0261,,198,中華そば　香味屋,03,03-5248-0261,,,,東京都　板橋区本町１１番５号 ,東京都板橋区本町１１番５号,本町マンション１０６号,75138,13,13119,本町,,,2021/12/14,,,,山中　まり子,,,,,,,,,3板保生食ほ 第  833号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,中華そば香味屋03-5248-02617513813119,2711295d-c2b1-4de0-8d3a-c80c8695bfd2,,personal,1c6eabde-188b-4128-aea1-d5731d2667ff,2021/12/14,中華そば　香味屋,中華そば香味屋,
有限会社そば処今村,有限会社そば処今村,3板保生食ほ 第  865号,令和03年12月02日,新規,東京都,板橋区前野町三丁目25番7号,板橋区前野町３丁目２５番７号,,飲食店営業,,,198,有限会社そば処今村,03,,,,,東京都　板橋区前野町３丁目２５番７号,東京都板橋区前野町３丁目２５番７号,,75141,13,13119,前野町３,,,2021/12/02,,,有限会社そば処今村,,,,,,,,,,3板保生食ほ 第  865号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,有限会社そば処今村7514113119,3d6d8a79-128b-492b-95e4-004febcc1fa5,有限会社そば処今村,3a282509-c037-4476-87ba-c22a53cab99f,fa16cbae-a922-4868-be52-da275f756e9e,2021/12/02,有限会社そば処今村,有限会社そば処今村,有限会社そば処今村
紅不二化学工業株式会社,紅不二化学工業株式会社,3板保生食ほ 第  841号,令和03年12月07日,新規,東京都,板橋区前野町三丁目31番9号,板橋区前野町３丁目３１番９号,,添加物製造業,3969-7176,,198,紅不二化学工業株式会社,03,03-3969-7176,,,,東京都　板橋区前野町３丁目３１番９号,東京都板橋区前野町３丁目３１番９号,,75141,13,13119,前野町３,,,2021/12/07,,,紅不二化学工業株式会社,,,,,,,,,,3板保生食ほ 第  841号,新規,添加物製造業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),E,9,,,紅不二化学工業株式会社03-3969-71767514113119,00d30dd3-9cd3-42c0-a7a6-1eca6dc41aa8,紅不二化学工業株式会社,aefb896a-9a4c-463b-9718-61e2694933c6,8d06ee34-3f6e-4652-bc63-7385906385fb,2021/12/07,紅不二化学工業株式会社,紅不二化学工業株式会社,紅不二化学工業株式会社
末廣,大橋　昭,3板保生食ほ 第  768号,令和03年12月02日,新規,東京都,板橋区南常盤台一丁目29番4号,板橋区南常盤台１丁目２９番４号,,飲食店営業,,,198,末廣,03,,,,,東京都　板橋区南常盤台１丁目２９番４号,東京都板橋区南常盤台１丁目２９番４号,,75148,13,13119,南常盤台１,,,2021/12/02,,,,大橋　昭,,,,,,,,,3板保生食ほ 第  768号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,末廣7514813119,fdafac61-53ec-4edf-ab33-687b9a251716,,personal,285c74c0-b601-45f7-9286-81c21744c08b,2021/12/02,末廣,末廣,
タッカンマリ×２,株式会社Ｎプラス,3板保生食ほ 第  888号,令和03年12月10日,新規,東京都,板橋区南常盤台一丁目32番6号　和栗ビル１階,板橋区南常盤台１丁目３２番６号, 和栗ビル１階,飲食店営業,5926-8429,,198,タッカンマリ×２,03,03-5926-8429,,,,東京都　板橋区南常盤台１丁目３２番６号,東京都板橋区南常盤台１丁目３２番６号, 和栗ビル１階,75148,13,13119,南常盤台１,,,2021/12/10,,,株式会社Ｎプラス,,,,,,,,,,3板保生食ほ 第  888号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,タッカンマリ２03-5926-84297514813119,bd0c68ea-71eb-45b4-91fa-86375c22b778,株式会社Ｎプラス,dc7a26af-5b4f-4eef-8995-5372646f2647,65185ce1-7c04-48b4-968c-a27df739de66,2021/12/10,タッカンマリ×２,タッカンマリ２,株式会社Ｎプラス
フランス菓子屋シュルプリース,上野　治子,3板保生食ほ 第  787号,令和03年12月08日,新規,東京都,板橋区向原三丁目10番6号　レジデンス大畠１F,板橋区向原３丁目１０番６号, レジデンス大畠１F,飲食店営業,3958-1120,,198,フランス菓子屋シュルプリース,03,03-3958-1120,,,,東京都　板橋区向原３丁目１０番６号,東京都板橋区向原３丁目１０番６号, レジデンス大畠１F,75153,13,13119,向原３,,,2021/12/08,,,,上野　治子,,,,,,,,,3板保生食ほ 第  787号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,フランス菓子屋シュルプリス03-3958-11207515313119,dda83324-aec9-4a30-a0c9-6cf75833cfae,,personal,6b7fac4d-3d78-406e-812a-c210ea6e05d9,2021/12/08,フランス菓子屋シュルプリース,フランス菓子屋シュルプリス,
フランス菓子屋シュルプリース,上野　治子,3板保生食ほ 第  788号,令和03年12月08日,新規,東京都,板橋区向原三丁目10番6号　レジデンス大畠１F,板橋区向原３丁目１０番６号, レジデンス大畠１F,菓子製造業,3958-1120,,198,フランス菓子屋シュルプリース,03,03-3958-1120,,,,東京都　板橋区向原３丁目１０番６号,東京都板橋区向原３丁目１０番６号, レジデンス大畠１F,75153,13,13119,向原３,,,2021/12/08,,,,上野　治子,,,,,,,,,3板保生食ほ 第  788号,新規,菓子製造業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),E,9,,,フランス菓子屋シュルプリス03-3958-11207515313119,dda83324-aec9-4a30-a0c9-6cf75833cfae,,personal,7fadc793-5a98-4e50-b8c4-7937f7b74897,2021/12/08,フランス菓子屋シュルプリース,フランス菓子屋シュルプリス,
味の洋食ランチハウス美味しん坊,有限会社美味しん坊,3板保生食ほ 第  905号,令和03年12月14日,新規,東京都,板橋区大和町14番10号,板橋区大和町１４番１０号,,飲食店営業,3964-3234,,198,味の洋食ランチハウス美味しん坊,03,03-3964-3234,,,,東京都　板橋区大和町１４番１０号,東京都板橋区大和町１４番１０号,,75154,13,13119,大和町,,,2021/12/14,,,有限会社美味しん坊,,,,,,,,,,3板保生食ほ 第  905号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,味の洋食ランチハウス美味しん坊03-3964-32347515413119,b8a8b4a4-6956-4bef-b3da-f020c1d692e4,有限会社美味しん坊,630c1d2c-5332-419a-a1e6-baafd279868c,14fcf151-94e5-4136-ae72-7e3f41d49a12,2021/12/14,味の洋食ランチハウス美味しん坊,味の洋食ランチハウス美味しん坊,有限会社美味しん坊
ブロート・ヴァルム,宮本　修,3板保生食ほ 第  916号,令和03年12月10日,新規,東京都,板橋区弥生町17番3号,板橋区弥生町１７番３号,,菓子製造業,,,198,ブロート・ヴァルム,03,,,,,東京都　板橋区弥生町１７番３号,東京都板橋区弥生町１７番３号,,75155,13,13119,弥生町,,,2021/12/10,,,,宮本　修,,,,,,,,,3板保生食ほ 第  916号,新規,菓子製造業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),E,9,,,ブロトヴァルム7515513119,9c09253e-8707-49d4-884c-42e2663dd91a,,personal,bc7bc25a-45f9-47f8-9990-3cde8fcb1ff1,2021/12/10,ブロート・ヴァルム,ブロトヴァルム,
壱番亭,田幡　祐三,3板保生食ほ 第  801号,令和03年12月13日,新規,東京都,板橋区弥生町32番9号,板橋区弥生町３２番９号,,飲食店営業,3958-5716,,198,壱番亭,03,03-3958-5716,,,,東京都　板橋区弥生町３２番９号,東京都板橋区弥生町３２番９号,,75155,13,13119,弥生町,,,2021/12/13,,,,田幡　祐三,,,,,,,,,3板保生食ほ 第  801号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,壱番亭03-3958-57167515513119,abb11d9c-76c9-4119-9acf-26a403ae6c02,,personal,c354ea24-721b-453a-91a1-dcabb043dc57,2021/12/13,壱番亭,壱番亭,
キッチンカー　ＵＴＡ　コーヒー,丸山　幸二,3板保生食ほ 第  911号,令和03年12月03日,新規,東京都,都内一円,都内一円,,飲食店営業（自動車）,,,198,キッチンカー　ＵＴＡ　コーヒー,,,,,,東京都　都内一円,東京都都内一円,,,13,,,,,2021/12/03,,,,丸山　幸二,,,,,,,,,3板保生食ほ 第  911号,新規,飲食店営業,自動車,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,キッチンカＵＴＡコヒ,27264efd-24c7-42bc-8933-1a6106aa1c92,,personal,1c0fa9a2-d298-4f68-9731-da26c1548dce,2021/12/03,キッチンカー　ＵＴＡ　コーヒー,キッチンカＵＴＡコヒ,
ＳＫ　ＧＡＲＡＧＥ,北原　誠司,3板保生食ほ 第  927号,令和03年12月09日,新規,東京都,都内一円,都内一円,,飲食店営業（自動車）,,,198,ＳＫ　ＧＡＲＡＧＥ,,,,,,東京都　都内一円,東京都都内一円,,,13,,,,,2021/12/09,,,,北原　誠司,,,,,,,,,3板保生食ほ 第  927号,新規,飲食店営業,自動車,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,ＳＫＧＡＲＡＧＥ,775e2caf-1470-47ca-9ce2-32e2c8ad96d6,,personal,1d32b892-4f59-46c0-b04d-a860135a9e8a,2021/12/09,ＳＫ　ＧＡＲＡＧＥ,ＳＫＧＡＲＡＧＥ,
元気七輪焼肉　牛繁　下赤塚店,株式会社牛繁ドリームシステム,3板保生食ほ 第  926号,令和03年12月21日,新規,東京都,板橋区赤塚新町一丁目23番6号,板橋区赤塚新町１丁目２３番６号,,飲食店営業,3975-8929,,198,元気七輪焼肉　牛繁　下赤塚店,03,03-3975-8929,,,,東京都　板橋区赤塚新町１丁目２３番６号,東京都板橋区赤塚新町１丁目２３番６号,,75036,13,13119,赤塚新町１,,,2021/12/21,,,株式会社牛繁ドリームシステム,,,,,,,,,,3板保生食ほ 第  926号,新規,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止(1),M,76,,,元気七輪焼肉牛繁下赤塚店03-3975-89297503613119,b6b4eb3e-8224-4d11-b31b-ca2c236fc063,株式会社牛繁ドリームシステム,ddb90750-f961-4788-8bbf-e3e62d7f1426,39a6079d-ec25-42cb-ab99-9d348640e11f,2021/12/21,元気七輪焼肉　牛繁　下赤塚店,元気七輪焼肉牛繁下赤塚店,株式会社牛繁ドリームシステム
