https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,n処理終了,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所0,施設-住所1,施設-マンション名,申請者1,業種,施設-電話番号1,申請-電話番号1,確認番号,許可年月日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設の名称,施設所在地,,,営業者氏名,営業の種類,施設電話番号,営業者電話番号,許可番号,許可年月日,初回許可日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
どらっぐぱぱす　日本橋浜町店,中央区日本橋浜町１丁目２番１号  日本橋浜町セントラルビルディング１階,中央区日本橋浜町１丁目２番１号, 日本橋浜町セントラルビルディング１階,株式会社ぱぱす,その他の食料・飲料販売業,3863-0411,5610-8811,3中保生食届第2108号,2021/12/22,2021/12/22,,181,どらっぐぱぱす　日本橋浜町店,03,03-3863-0411,,,,中央区日本橋浜町１丁目２番１号,東京都中央区日本橋浜町１丁目２番１号, 日本橋浜町セントラルビルディング１階,72999,13,13102,日本橋浜町１,,2021/12/22,2021/12/22,,,株式会社ぱぱす,,03-5610-8811,,,,,,,,3中保生食届第2108号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,どらっぐぱぱす日本橋浜町店03-3863-04117299913102,9c459133-dbe5-42de-9133-1c093ae957c3,株式会社ぱぱす,671fbeea-600b-4739-bcf1-84965636c11e,411460d8-c323-4962-82c5-eb6ad617f7eb,2021/12/22,どらっぐぱぱす　日本橋浜町店,どらっぐぱぱす日本橋浜町店,株式会社ぱぱす
（株）三谷栄亮商店,中央区日本橋浜町１丁目４番３号,中央区日本橋浜町１丁目４番３号,,株式会社三谷栄亮商店,米穀類販売業,3851-8858,,3中保生食届第2056号,2021/12/7,2021/12/7,,181,（株）三谷栄亮商店,03,03-3851-8858,,,,中央区日本橋浜町１丁目４番３号,東京都中央区日本橋浜町１丁目４番３号,,72999,13,13102,日本橋浜町１,,2021/12/07,2021/12/07,,,株式会社三谷栄亮商店,,,,,,,,,,3中保生食届第2056号,,米穀類販売業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),I,58,589,5896,株式会社三谷栄亮商店03-3851-88587299913102,253866ec-7c31-4361-a00b-11a628e5bd16,株式会社三谷栄亮商店,f1c054e5-838f-4d56-bf27-c0eabf395edc,85730f7c-a108-4099-9cce-5148d929382c,2021/12/07,株式会社三谷栄亮商店,株式会社三谷栄亮商店,株式会社三谷栄亮商店
喜久屋クリーニング日本橋浜町店,中央区日本橋浜町２丁目２３番８号  モレール日本橋１階,中央区日本橋浜町２丁目２３番８号, モレール日本橋１階,株式会社喜久屋,魚介類販売業（包装済みの魚介類のみの販売）,5641-4192,3884-6883,3中保生食届第2061号,2021/12/8,2021/12/8,,181,喜久屋クリーニング日本橋浜町店,03,03-5641-4192,,,,中央区日本橋浜町２丁目２３番８号,東京都中央区日本橋浜町２丁目２３番８号, モレール日本橋１階,73000,13,13102,日本橋浜町２,,2021/12/08,2021/12/08,,,株式会社喜久屋,,03-3884-6883,,,,,,,,3中保生食届第2061号,,魚介類販売業,包装済みの魚介類のみの販売,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),I,58,,,喜久屋クリニング日本橋浜町店03-5641-41927300013102,a4138b32-30ef-4abb-8eb4-931ee76e96c0,株式会社喜久屋,3b6c6b90-49d7-4e69-b322-9c194ba261b6,732ec6fd-0f17-4510-9cd9-7e7e4f7f9ba1,2021/12/08,喜久屋クリーニング日本橋浜町店,喜久屋クリニング日本橋浜町店,株式会社喜久屋
北海道フーディスト八重洲店,中央区八重洲２丁目１番　八重洲地下街  中２号ブロック,中央区八重洲２丁目１番 ,八重洲地下街 中２号ブロック,北海道フードフロンティア株式会社,その他の食料・飲料販売業,3275-0770,5577-2810,3中保生食届第2051号,2021/12/7,2021/12/7,,181,北海道フーディスト八重洲店,03,03-3275-0770,,,,中央区八重洲２丁目１番 ,東京都中央区八重洲２丁目１番,八重洲地下街 中２号ブロック,73037,13,13102,八重洲２,,2021/12/07,2021/12/07,,,北海道フードフロンティア株式会社,,03-5577-2810,,,,,,,,3中保生食届第2051号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,北海道フディスト八重洲店03-3275-07707303713102,fc91d7e9-9261-4f0b-9fa3-830f5ef158ef,北海道フードフロンティア株式会社,44a4ca4e-90fc-4a6c-b5ae-eb462d752d8a,863b232a-d93a-4cf2-80a4-e4fa3a8791af,2021/12/07,北海道フーディスト八重洲店,北海道フディスト八重洲店,北海道フードフロンティア株式会社
ナチュラルローソン　日本橋二丁目店,中央区日本橋２丁目１番２１号  第二東洋ビル１階,中央区日本橋２丁目１番２１号, 第二東洋ビル１階,株式会社エムエスツー,コンビニエンスストア,5201-5515,3553-0504,3中保生食届第2065号,2021/12/9,2021/12/9,,181,ナチュラルローソン　日本橋二丁目店,03,03-5201-5515,,,,中央区日本橋２丁目１番２１号,東京都中央区日本橋２丁目１番２１号, 第二東洋ビル１階,72981,13,13102,日本橋２,,2021/12/09,2021/12/09,,,株式会社エムエスツー,,03-3553-0504,,,,,,,,3中保生食届第2065号,,コンビニエンスストア,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),I,58,589,5891,ナチュラルロソン日本橋二丁目店03-5201-55157298113102,0123f7ed-8741-4af6-bbce-319a7ba0178c,株式会社エムエスツー,a2c876c2-78da-42be-894c-0dcbeb64a1af,7366a68b-2d66-4c34-9bcf-cec321b4ce80,2021/12/09,ナチュラルローソン　日本橋二丁目店,ナチュラルロソン日本橋二丁目店,株式会社エムエスツー
スターバックスコーヒー日本橋髙島屋Ｓ．Ｃ．　１階,中央区日本橋２丁目５番１号  日本橋髙島屋Ｓ．Ｃ．新館１階,中央区日本橋２丁目５番１号, 日本橋髙島屋Ｓ．Ｃ．新館１階,スターバックスコーヒージャパン株式会社,その他の食料・飲料販売業,6665-6907,5745-5799,3中保生食届第1854号,2021/11/25,2021/11/25,,181,スターバックスコーヒー日本橋髙島屋Ｓ．Ｃ．　１階,03,03-6665-6907,,,,中央区日本橋２丁目５番１号,東京都中央区日本橋２丁目５番１号, 日本橋髙島屋Ｓ．Ｃ．新館１階,72981,13,13102,日本橋２,,2021/11/25,2021/11/25,,,スターバックスコーヒージャパン株式会社,,03-5745-5799,,,,,,,,3中保生食届第1854号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,スタバックスコヒ日本橋髙島屋ＳＣ１階03-6665-69077298113102,8cc286ce-33ec-4fed-9ad7-9948e37a7f57,スターバックスコーヒージャパン株式会社,1a0aab2e-e859-49c0-8d9d-9dca1dab9699,541fbf8c-dd22-4c74-a59f-f6920e7b4fdc,2021/11/25,スターバックスコーヒー日本橋髙島屋Ｓ．Ｃ．　１階,スタバックスコヒ日本橋髙島屋ＳＣ１階,スターバックスコーヒージャパン株式会社
ファミリーマート日本橋三丁目店,中央区日本橋３丁目９番１号,中央区日本橋３丁目９番１号,,株式会社ｐｅｒｓｉｍｍｏｎ,コンビニエンスストア,5299-7525,6808-5150,3中保生食届第2067号,2021/12/10,2021/12/10,,181,ファミリーマート日本橋三丁目店,03,03-5299-7525,,,,中央区日本橋３丁目９番１号,東京都中央区日本橋３丁目９番１号,,72982,13,13102,日本橋３,,2021/12/10,2021/12/10,,,株式会社ｐｅｒｓｉｍｍｏｎ,,03-6808-5150,,,,,,,,3中保生食届第2067号,,コンビニエンスストア,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),I,58,589,5891,ファミリマト日本橋三丁目店03-5299-75257298213102,b91eb2ce-b2a2-40f1-b22f-4ce1eeec77c4,株式会社ｐｅｒｓｉｍｍｏｎ,13ced63e-8ae8-4e66-9566-960321ae9a0a,c75c6a24-28ef-47ac-9189-1f4171f19542,2021/12/10,ファミリーマート日本橋三丁目店,ファミリマト日本橋三丁目店,株式会社ｐｅｒｓｉｍｍｏｎ
カフェ・ド・クリエ　日本橋三丁目スクエア店,中央区日本橋３丁目９番１号  日本橋三丁目スクエア１階,中央区日本橋３丁目９番１号, 日本橋３丁目スクエア１階,株式会社ポッカクリエイト,その他の食料・飲料販売業,5542-1663,5275-2758,3中保生食届第2089号,2021/12/16,2021/12/16,,181,カフェ・ド・クリエ　日本橋三丁目スクエア店,03,03-5542-1663,,,,中央区日本橋３丁目９番１号,東京都中央区日本橋３丁目９番１号, 日本橋３丁目スクエア１階,72982,13,13102,日本橋３,,2021/12/16,2021/12/16,,,株式会社ポッカクリエイト,,03-5275-2758,,,,,,,,3中保生食届第2089号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,カフェドクリエ日本橋三丁目スクエア店03-5542-16637298213102,bda58151-3bf6-4a39-b66e-8b3399ca8e90,株式会社ポッカクリエイト,f5eda26c-999e-4fb8-95a4-1071d5d46532,c62cd1dd-538f-4761-b7ce-5717fbb4f21b,2021/12/16,カフェ・ド・クリエ　日本橋三丁目スクエア店,カフェドクリエ日本橋三丁目スクエア店,株式会社ポッカクリエイト
プロント日本橋三丁目店,中央区日本橋３丁目１３番５号  ＫＤＸ日本橋３１３ビル１階,中央区日本橋３丁目１３番５号, ＫＤＸ日本橋３１３ビル１階,株式会社シャルム,その他の食料・飲料販売業,3242-3760,3242-3760,3中保生食届第2011号,2021/12/1,2021/12/1,,181,プロント日本橋三丁目店,03,03-3242-3760,,,,中央区日本橋３丁目１３番５号,東京都中央区日本橋３丁目１３番５号, ＫＤＸ日本橋３１３ビル１階,72982,13,13102,日本橋３,,2021/12/01,2021/12/01,,,株式会社シャルム,,03-3242-3760,,,,,,,,3中保生食届第2011号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,プロント日本橋三丁目店03-3242-37607298213102,64ea13e8-d92d-4f6f-95d5-ed844aded3f9,株式会社シャルム,a8295d98-3de7-48fb-ad69-12bcf1616a60,1cb21ef3-a369-48a1-ba0f-5a561683521c,2021/12/01,プロント日本橋三丁目店,プロント日本橋三丁目店,株式会社シャルム
ほっぺるランド茅場町,中央区日本橋茅場町２丁目１６番６号,中央区日本橋茅場町２丁目１６番６号,,株式会社テノコーポレーション,集団給食施設,,092-263-8040,3中保生食届第1748号,2021/11/17,2021/11/17,,181,ほっぺるランド茅場町,03,,,,,中央区日本橋茅場町２丁目１６番６号,東京都中央区日本橋茅場町２丁目１６番６号,,72988,13,13102,日本橋茅場町２,,2021/11/17,2021/11/17,,,株式会社テノコーポレーション,,092-263-8040,,,,,,,,3中保生食届第1748号,,給食施設,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),M,77,,,ほっぺるランド茅場町7298813102,b9d6fd88-a4e8-4c17-8e59-4872654e73a3,株式会社テノコーポレーション,31a49585-d599-402a-8635-6aacb69e5559,f02707c9-3411-439f-a48c-89648177cacb,2021/11/17,ほっぺるランド茅場町,ほっぺるランド茅場町,株式会社テノコーポレーション
ＭＩＭＡＲＵ東京八丁堀,中央区日本橋茅場町３丁目８番８号,中央区日本橋茅場町３丁目８番８号,,株式会社コスモスホテルマネジメント,その他の食料・飲料販売業,6661-9211,5444-3600,3中保生食届第2098号,2021/12/21,2021/12/21,,181,ＭＩＭＡＲＵ東京八丁堀,03,03-6661-9211,,,,中央区日本橋茅場町３丁目８番８号,東京都中央区日本橋茅場町３丁目８番８号,,72989,13,13102,日本橋茅場町３,,2021/12/21,2021/12/21,,,株式会社コスモスホテルマネジメント,,03-5444-3600,,,,,,,,3中保生食届第2098号,,その他の食料品製造・加工業,(包装),,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(2),E,9,99,,ＭＩＭＡＲＵ東京八丁堀03-6661-92117298913102,0a602786-45c7-46df-a3ce-02ae71bbb665,株式会社コスモスホテルマネジメント,ee6a8a08-3f60-4ff0-9377-6391a03ed4fa,833b3dec-8ce6-4509-85f5-6640a2c15a63,2021/12/21,ＭＩＭＡＲＵ東京八丁堀,ＭＩＭＡＲＵ東京八丁堀,株式会社コスモスホテルマネジメント
