https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,n処理終了,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,申請者1,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,申請年月日,確認番号,確認番号2,業種,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名称,,施設所在地,,,施設電話番号,申請者名,申請者住所,,,申請者電話番号,届出日,許可番号,,業種,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
寿司　一由  ,兵庫県,尼崎市武庫元町２－２２－２,尼崎市武庫元町２－２２－２,,06-6433-7689  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02065号,飲食店営業,,305,寿司　一由  ,06,06-6433-7689,,,,兵庫県　尼崎市武庫元町２－２２－２,兵庫県尼崎市武庫元町２－２２－２,,167072,28,28202,武庫元町２,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02065号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,寿司一由06-6433-768916707228202,2ca9e672-3e2f-4bee-8d75-367d5aecb06b,,personal,99acfa71-a05d-4bda-9128-76ccc6f8f883,2021/12/01,寿司　一由　,寿司一由,
Ｃａｆｅ　Ｈｉｎａｔａ  ,兵庫県,尼崎市武庫之荘１－２１－９,尼崎市武庫之荘１－２１－９,,06-6437-0087  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02069号,飲食店営業,,305,Ｃａｆｅ　Ｈｉｎａｔａ  ,06,06-6437-0087,,,,兵庫県　尼崎市武庫之荘１－２１－９,兵庫県尼崎市武庫ノ荘１－２１－９,,167058,28,28202,武庫ノ荘１,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02069号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,ＣａｆｅＨｉｎａｔａ06-6437-008716705828202,6e2a4fde-812f-4864-8288-546bf2adc723,,personal,a50a1df8-6671-420c-88d1-321248c3c2d9,2021/12/01,Ｃａｆｅ　Ｈｉｎａｔａ　,ＣａｆｅＨｉｎａｔａ,
炭焼やきとり　隆  ,兵庫県,尼崎市武庫之荘５－１４－２,尼崎市武庫之荘５－１４－２,,06-6438-3333  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02064号,飲食店営業,,305,炭焼やきとり　隆  ,06,06-6438-3333,,,,兵庫県　尼崎市武庫之荘５－１４－２,兵庫県尼崎市武庫ノ荘５－１４－２,,167062,28,28202,武庫ノ荘５,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02064号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,炭焼やきとり隆06-6438-333316706228202,def61779-26b0-489b-80d0-19db36e7732b,,personal,a5f050d5-c0d8-4dde-9336-6d9a1b484791,2021/12/01,炭焼やきとり　隆　,炭焼やきとり隆,
家庭料理　居酒屋　いこい  ,兵庫県,尼崎市東園田町４－９２－１,尼崎市東園田町４－９２－１,,06-6439-6339  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02093号,飲食店営業,,305,家庭料理　居酒屋　いこい  ,06,06-6439-6339,,,,兵庫県　尼崎市東園田町４－９２－１,兵庫県尼崎市東園田町４－９２－１,,166980,28,28202,東園田町４,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02093号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,家庭料理居酒屋いこい06-6439-633916698028202,29435ce2-ddd7-4586-9ada-fe5f2babf643,,personal,e6bfec4c-a616-44af-9dd6-2af21095ffe3,2021/12/01,家庭料理　居酒屋　いこい　,家庭料理居酒屋いこい,
れんと　かけろま  ,兵庫県,尼崎市昭和通１－１－６,尼崎市昭和通１－１－６,,06-6487-3885  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02105号,飲食店営業,,305,れんと　かけろま  ,06,06-6487-3885,,,,兵庫県　尼崎市昭和通１－１－６,兵庫県尼崎市昭和通１－１－６,,166816,28,28202,昭和通１,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02105号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,れんとかけろま06-6487-388516681628202,d77475ac-b638-4653-8164-82600cdd9345,,personal,e5076698-951f-4967-bf11-fbf20f5d343b,2021/12/01,れんと　かけろま　,れんとかけろま,
食満豆腐　おおもと  ,兵庫県,尼崎市食満７－８－３,尼崎市食満７－８－３,,06-6493-7252  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02088号,豆腐製造業,,305,食満豆腐　おおもと  ,06,06-6493-7252,,,,兵庫県　尼崎市食満７－８－３,兵庫県尼崎市食満７－８－３,,167139,28,28202,食満７,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02088号,,豆腐製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,食満豆腐おおもと06-6493-725216713928202,bdd23619-341e-4bbf-8c1d-ba4eebba2b00,,personal,e36cb38a-154e-4324-bc7c-7970b031515a,2021/12/01,食満豆腐　おおもと　,食満豆腐おおもと,
ル・ベリエ  ,兵庫県,尼崎市神田北通２－２２－４尼崎第一ビル５０５,尼崎市神田北通２－２２－４,尼崎第一ビル５０５,              ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02127号,飲食店営業,,305,ル・ベリエ  ,06,,,,,兵庫県　尼崎市神田北通２－２２－４,兵庫県尼崎市神田北通２－２２－４,尼崎第一ビル５０５,166743,28,28202,神田北通２,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02127号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,ルベリエ16674328202,8d9b2cd7-54b9-490b-91b0-13d4791bb18b,,personal,c0a086db-a691-40d4-82f6-f0bf3d00b4bf,2021/12/01,ル・ベリエ　,ルベリエ,
蓬萊湯  ,兵庫県,尼崎市道意町２－２１－２,尼崎市道意町２－２１－２,,06-6411-0567  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02102号,飲食店営業,,305,蓬萊湯  ,06,06-6411-0567,,,,兵庫県　尼崎市道意町２－２１－２,兵庫県尼崎市道意町２－２１－２,,166903,28,28202,道意町２,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02102号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,蓬萊湯06-6411-056716690328202,a38679fa-7943-40c1-acc3-7d3feffdd46b,,personal,cb6afde6-0071-425a-acce-4fec6c393343,2021/12/01,蓬萊湯　,蓬萊湯,
カラオケ喫茶　集  ,兵庫県,尼崎市神田中通３－６９－２階,尼崎市神田中通３－６９,２階,06-6411-3352  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02125号,飲食店営業,,305,カラオケ喫茶　集  ,06,06-6411-3352,,,,兵庫県　尼崎市神田中通３－６９,兵庫県尼崎市神田中通３－６９,２階,166753,28,28202,神田中通３,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02125号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,カラオケ喫茶集06-6411-335216675328202,63bc0a26-a62f-4978-8099-1a922eea23cb,,personal,ebcd5c47-d90b-4808-a3d8-b932eb650ade,2021/12/01,カラオケ喫茶　集　,カラオケ喫茶集,
ＳＮＡＣＫ　花梨  ,兵庫県,尼崎市昭和南通４－５９ＶＩレジャービル４Ｆ,尼崎市昭和南通４－５９,ＶＩレジャービル４Ｆ,06-6412-1116  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02123号,飲食店営業,,305,ＳＮＡＣＫ　花梨  ,06,06-6412-1116,,,,兵庫県　尼崎市昭和南通４－５９,兵庫県尼崎市昭和南通４－５９,ＶＩレジャービル４Ｆ,166826,28,28202,昭和南通４,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02123号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,ＳＮＡＣＫ花梨06-6412-111616682628202,14551681-ed37-4ed6-ba1e-5edeb1b16347,,personal,961d02f0-ced3-4287-92d3-47bc21af760f,2021/12/01,ＳＮＡＣＫ　花梨　,ＳＮＡＣＫ花梨,
広島風　お好み焼　まき  ,兵庫県,尼崎市尾浜町３－２８－２４,尼崎市尾浜町３－２８－２４,,06-6426-6273  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02128号,飲食店営業,,305,広島風　お好み焼　まき  ,06,06-6426-6273,,,,兵庫県　尼崎市尾浜町３－２８－２４,兵庫県尼崎市尾浜町３－２８－２４,,166730,28,28202,尾浜町３,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02128号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,広島風お好み焼まき06-6426-627316673028202,ea553c61-aa72-45f8-9b75-244425a39fcd,,personal,410e9edc-9b93-4639-90bb-a7537547377e,2021/12/01,広島風　お好み焼　まき　,広島風お好み焼まき,
東屋  ,兵庫県,尼崎市武庫之荘１－１２－１９,尼崎市武庫之荘１－１２－１９,,06-6437-1039  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02110号,飲食店営業,,305,東屋  ,06,06-6437-1039,,,,兵庫県　尼崎市武庫之荘１－１２－１９,兵庫県尼崎市武庫ノ荘１－１２－１９,,167058,28,28202,武庫ノ荘１,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02110号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,東屋06-6437-103916705828202,62771be0-0308-4f53-9567-268b608bdd44,,personal,cf76b0b7-7b8e-45ee-8fa4-c8b63a42e199,2021/12/01,東屋　,東屋,
鶴  ,兵庫県,尼崎市杭瀬南新町４－６－２０,尼崎市杭瀬南新町４－６－２０,,06-6489-0946  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02108号,飲食店営業,,305,鶴  ,06,06-6489-0946,,,,兵庫県　尼崎市杭瀬南新町４－６－２０,兵庫県尼崎市杭瀬南新町４－６－２０,,166782,28,28202,杭瀬南新町４,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02108号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,鶴06-6489-094616678228202,a0c38b60-2578-4199-89ab-3b194bd14876,,personal,2a65d996-ea81-4667-9cf3-2f1660f7a9a4,2021/12/01,鶴　,鶴,
居酒屋あんじゅ  ,兵庫県,尼崎市築地３－１－１築地本町住宅１号棟１０２,尼崎市築地３－１－１,築地本町住宅１号棟１０２,,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02126号,飲食店営業,,305,居酒屋あんじゅ  ,06,,,,,兵庫県　尼崎市築地３－１－１,兵庫県尼崎市築地３－１－１,築地本町住宅１号棟１０２,167147,28,28202,築地３,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02126号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,居酒屋あんじゅ16714728202,7009b4e0-2901-4072-a7ac-7088a87b4862,,personal,212c4c2d-e319-4963-9d4b-9604c0f6fbda,2021/12/01,居酒屋あんじゅ　,居酒屋あんじゅ,
カラオケ喫茶　ほほえみ  ,兵庫県,尼崎市長洲中通３－３－２８,尼崎市長洲中通３－３－２８,,,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02109号,飲食店営業,,305,カラオケ喫茶　ほほえみ  ,06,,,,,兵庫県　尼崎市長洲中通３－３－２８,兵庫県尼崎市長洲中通３－３－２８,,166916,28,28202,長洲中通３,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02109号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,カラオケ喫茶ほほえみ16691628202,5d6c7124-937e-4fa4-8221-c0a3ba29b04b,,personal,0455b58f-91c5-4d6f-a267-9a8ae9cb42bd,2021/12/01,カラオケ喫茶　ほほえみ　,カラオケ喫茶ほほえみ,
神田屋  ,兵庫県,尼崎市神田南通３－６３,尼崎市神田南通３－６３,,06-6419-8739  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02136号,飲食店営業,,305,神田屋  ,06,06-6419-8739,,,,兵庫県　尼崎市神田南通３－６３,兵庫県尼崎市神田南通３－６３,,166762,28,28202,神田南通３,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02136号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,神田屋06-6419-873916676228202,f9c7107b-2a7b-4939-92f3-40020a26326d,,personal,df70aeec-f5c7-4e76-9fcb-26d1e221655d,2021/12/01,神田屋　,神田屋,
どんちゃん  ,兵庫県,尼崎市武庫川町１－１７,尼崎市武庫川町１－１７,,,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02138号,飲食店営業,,305,どんちゃん  ,06,,,,,兵庫県　尼崎市武庫川町１－１７,兵庫県尼崎市武庫川町１－１７,,167050,28,28202,武庫川町１,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02138号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,どんちゃん16705028202,b1344a71-0f12-4f90-9443-a64819b04e55,,personal,e28d0181-2ef9-481a-90c7-599c08d049a8,2021/12/01,どんちゃん　,どんちゃん,
活魚料理　　おゝ矢  ,兵庫県,尼崎市塚口町３－１－１５,尼崎市塚口町３－１－１５,,06-6422-0270  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02146号,飲食店営業,,305,活魚料理　　おゝ矢  ,06,06-6422-0270,,,,兵庫県　尼崎市塚口町３－１－１５,兵庫県尼崎市塚口町３－１－１５,,166864,28,28202,塚口町３,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02146号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,活魚料理お矢06-6422-027016686428202,72cea49f-20c2-48a1-b9b3-6facd70d470a,,personal,04e7f740-8936-48a0-a226-3665ed62ee29,2021/12/01,活魚料理　おゝ矢　,活魚料理お矢,
河田酒店  ,兵庫県,尼崎市常光寺１－８－３２,尼崎市常光寺１－８－３２,,06-6481-1471  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02181号,飲食店営業,,305,河田酒店  ,06,06-6481-1471,,,,兵庫県　尼崎市常光寺１－８－３２,兵庫県尼崎市常光寺１－８－３２,,166832,28,28202,常光寺１,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02181号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,河田酒店06-6481-147116683228202,b4592600-972f-4b5e-8dc2-48415c174374,,personal,04a1d0d0-4600-4d0a-956c-cf8487751832,2021/12/01,河田酒店　,河田酒店,
スナック　うらら  ,兵庫県,尼崎市杭瀬本町２－１－８,尼崎市杭瀬本町２－１－８,,06-6488-7838  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02159号,飲食店営業,,305,スナック　うらら  ,06,06-6488-7838,,,,兵庫県　尼崎市杭瀬本町２－１－８,兵庫県尼崎市杭瀬本町２－１－８,,166777,28,28202,杭瀬本町２,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02159号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,スナックうらら06-6488-783816677728202,fdfc197d-220f-42eb-9568-b341b06dbbbd,,personal,ce718506-f1ce-4053-999a-3baf91e63f38,2021/12/01,スナック　うらら　,スナックうらら,
ふる里  ,兵庫県,尼崎市上坂部２－６－８,尼崎市上坂部２－６－８,,06-6493-1611  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02157号,飲食店営業,,305,ふる里  ,06,06-6493-1611,,,,兵庫県　尼崎市上坂部２－６－８,兵庫県尼崎市上坂部２－６－８,,166736,28,28202,上坂部２,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02157号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,ふる里06-6493-161116673628202,2cdcaca2-8c64-49ff-8a1a-ec2cd5a861e6,,personal,fafb78bf-9d52-418d-81db-d59eaac366f8,2021/12/01,ふる里　,ふる里,
章榮水産  ,兵庫県,尼崎市神田北通６－１５３,尼崎市神田北通６－１５３,,,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02153号,魚介類販売業,,305,章榮水産  ,06,,,,,兵庫県　尼崎市神田北通６－１５３,兵庫県尼崎市神田北通６－１５３,,166747,28,28202,神田北通６,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02153号,,魚介類販売業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,I,58,,,章榮水産16674728202,94d2c8b1-8880-4dcd-9281-07a42e5d8414,,personal,2355530d-f40c-4896-a102-9e7d959403cd,2021/12/01,章榮水産　,章榮水産,
お好み焼き　杏  ,兵庫県,尼崎市長洲本通１－１６－１０,尼崎市長洲本通１－１６－１０,,,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02160号,飲食店営業,,305,お好み焼き　杏  ,06,,,,,兵庫県　尼崎市長洲本通１－１６－１０,兵庫県尼崎市長洲本通１－１６－１０,,166923,28,28202,長洲本通１,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02160号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,お好み焼き杏16692328202,c103ccc6-44d7-4c14-af85-57be6223e706,,personal,741030dd-268b-4091-90ac-50208f20d3ac,2021/12/01,お好み焼き　杏　,お好み焼き杏,
Ｐｒａｎｔｅ　Ｔａｎａｋａ  ,兵庫県,尼崎市次屋１－２９－８ミラパレス次屋１０２,尼崎市次屋１－２９－８,ミラパレス次屋１０２,06-4960-1580  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02173号,菓子製造業,,305,Ｐｒａｎｔｅ　Ｔａｎａｋａ  ,06,06-4960-1580,,,,兵庫県　尼崎市次屋１－２９－８,兵庫県尼崎市次屋１－２９－８,ミラパレス次屋１０２,166888,28,28202,次屋１,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02173号,,菓子製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,ＰｒａｎｔｅＴａｎａｋａ06-4960-158016688828202,6c1b065e-7b07-4cc3-a666-0eda07287308,,personal,ab85c2e0-b9fc-4ca3-aed5-b83269460a42,2021/12/01,Ｐｒａｎｔｅ　Ｔａｎａｋａ　,ＰｒａｎｔｅＴａｎａｋａ,
とっちゃん  ,兵庫県,尼崎市杭瀬北新町１－８－１８,尼崎市杭瀬北新町１－８－１８,,06-6401-6877  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02169号,飲食店営業,,305,とっちゃん  ,06,06-6401-6877,,,,兵庫県　尼崎市杭瀬北新町１－８－１８,兵庫県尼崎市杭瀬北新町１－８－１８,,166772,28,28202,杭瀬北新町１,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02169号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,とっちゃん06-6401-687716677228202,e8abf9b6-f5bb-4607-9873-cf0773c2a63f,,personal,eff0b38c-435a-4ed2-a306-f8596e81a356,2021/12/01,とっちゃん　,とっちゃん,
ボンボニエール  ,兵庫県,尼崎市南塚口町３－１６－１０,尼崎市南塚口町３－１６－１０,,06-6415-7112  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02163号,菓子製造業,,305,ボンボニエール  ,06,06-6415-7112,,,,兵庫県　尼崎市南塚口町３－１６－１０,兵庫県尼崎市南塚口町３－１６－１０,,167026,28,28202,南塚口町３,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02163号,,菓子製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,ボンボニエル06-6415-711216702628202,8b45d1b0-4c41-4e82-a6fb-306333a596ae,,personal,7810c0d4-4da2-41fd-9854-173d8e232d29,2021/12/01,ボンボニエール　,ボンボニエル,
志波  ,兵庫県,尼崎市元浜町４－７４－３,尼崎市元浜町４－７４－３,,06-6419-4718  ,,,,,,R03.12.01,尼崎市指令(尼保生）,第1-02164号,飲食店営業,,305,志波  ,06,06-6419-4718,,,,兵庫県　尼崎市元浜町４－７４－３,兵庫県尼崎市元浜町４－７４－３,,167082,28,28202,元浜町４,2021/12/01,,,,,,,,,,,,,,,尼崎市指令(尼保生）第1-02164号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,志波06-6419-471816708228202,aeb1d3fa-0a59-450d-9eae-d38726fe8e8c,,personal,3d7f5b9a-f6e9-4210-b6ed-e0e5dc11956f,2021/12/01,志波　,志波,
