https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所2,施設-マンション名,施設-電話番号1,業種,申請者1,申請-電話番号1,開業年月日,許可年月日,申請区分,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屋号,,営業所所在地,営業所方書,営業所ＴＥＬ１,業種印刷名称,営業者名,営業者ＴＥＬ１情報公開用,初回許可日,許可決定日,申請区分,許可番号印刷用,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
博多ラーメン　和,港区,赤坂五丁目１番３６号,すずふりビル１階,03-6435-5514,そうざい製造業,株式会社みずほ,048-950-4102,2021年12月20日,2021年12月20日,新規,3港み生食営第2879号,,182,博多ラーメン　和,03,03-6435-5514,,,,港区　赤坂五丁目１番３６号,東京都港区赤坂５丁目１番３６号,すずふりビル１階,73050,13,13103,赤坂５,,2021/12/20,2021/12/20,,,株式会社みずほ,,048-950-4102,,,,,,,,3港み生食営第2879号,新規,そうざい製造業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,E,9,,,博多ラメン和03-6435-55147305013103,3504ed1b-8cfe-4053-b3b6-848986a1b4b6,株式会社みずほ,67dc3bd1-260e-46bc-81b8-c3778bd53742,85b31bbc-9d3a-4917-8fb8-92723972e942,2021/12/20,博多ラーメン　和,博多ラメン和,株式会社みずほ
赤坂おぎ乃,港区,赤坂六丁目３番１３号,ドゥ・サム赤坂一階,03-6277-8274,飲食店営業,株式会社おぎ乃,03-6277-8274,2021年12月17日,2021年12月17日,新規,3港み生食営第2804号,,182,赤坂おぎ乃,03,03-6277-8274,,,,港区　赤坂六丁目３番１３号,東京都港区赤坂６丁目３番１３号,ドゥ・サム赤坂一階,73051,13,13103,赤坂６,,2021/12/17,2021/12/17,,,株式会社おぎ乃,,03-6277-8274,,,,,,,,3港み生食営第2804号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,赤坂おぎ乃03-6277-82747305113103,1b2fc22a-3f62-4a32-aea7-e1de5fdcd73a,株式会社おぎ乃,f41ab9b9-fbd6-4cda-a715-234447ddfab1,7c8cff95-d4ae-4ad9-af64-2004931888a8,2021/12/17,赤坂おぎ乃,赤坂おぎ乃,株式会社おぎ乃
フレッシュ・デリ,港区,赤坂七丁目５番３３号,ベルバン赤坂１０２,03-3224-9876,飲食店営業,株式会社フレッシュデリ,03-3224-9876,2021年12月17日,2021年12月17日,新規,3港み生食営第2856号,,182,フレッシュ・デリ,03,03-3224-9876,,,,港区　赤坂七丁目５番３３号,東京都港区赤坂７丁目５番３３号,ベルバン赤坂１０２,73052,13,13103,赤坂７,,2021/12/17,2021/12/17,,,株式会社フレッシュデリ,,03-3224-9876,,,,,,,,3港み生食営第2856号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,フレッシュデリ03-3224-98767305213103,e8e8bf0d-5222-45b9-bd60-32030b03bcae,株式会社フレッシュデリ,296e86da-b307-4ef1-b977-d7b56963dc20,a53680d2-c5bb-4bf0-af38-bc0c0b4ee012,2021/12/17,フレッシュ・デリ,フレッシュデリ,株式会社フレッシュデリ
乃木會館,港区,赤坂八丁目１１番２７号,乃木會館地下２階、２階、３階、４階,03-3401-2201,飲食店営業,株式会社ダイヤモンド・ノット,03-3409-1642,2021年12月2日,2021年12月2日,新規,3港み生食営第2625号,,182,乃木會館,03,03-3401-2201,,,,港区　赤坂八丁目１１番２７号,東京都港区赤坂８丁目１１番２７号,乃木會館地下２階、２階、３階、４階,73053,13,13103,赤坂８,,2021/12/02,2021/12/02,,,株式会社ダイヤモンド・ノット,,03-3409-1642,,,,,,,,3港み生食営第2625号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,乃木會館03-3401-22017305313103,5e2941c3-3c8a-45f0-80e8-7cdf62834ef2,株式会社ダイヤモンド・ノット,259305ee-b75c-4c7c-86fd-c6bfabc69851,220a1fad-09af-4d9b-8c52-aae7834779fa,2021/12/02,乃木會館,乃木會館,株式会社ダイヤモンド・ノット
乃木坂倶楽部,港区,赤坂八丁目１１番２７号,乃木坂倶楽部,03-3401-2201,飲食店営業,株式会社ダイヤモンド・ノット,03-3409-1642,2021年12月2日,2021年12月2日,新規,3港み生食営第2623号,,182,乃木坂倶楽部,03,03-3401-2201,,,,港区　赤坂八丁目１１番２７号,東京都港区赤坂８丁目１１番２７号,乃木坂倶楽部,73053,13,13103,赤坂８,,2021/12/02,2021/12/02,,,株式会社ダイヤモンド・ノット,,03-3409-1642,,,,,,,,3港み生食営第2623号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,乃木坂倶楽部03-3401-22017305313103,38bfd3a5-4c68-4e4d-a7cf-7930c6227f06,株式会社ダイヤモンド・ノット,259305ee-b75c-4c7c-86fd-c6bfabc69851,495c3b43-fdda-4f19-a13a-5658917b8754,2021/12/02,乃木坂倶楽部,乃木坂倶楽部,株式会社ダイヤモンド・ノット
乃木坂倶楽部,港区,赤坂八丁目１１番２７号,乃木坂倶楽部,03-3401-2201,菓子製造業,株式会社ダイヤモンド・ノット,03-3409-1642,2021年12月2日,2021年12月2日,新規,3港み生食営第2624号,,182,乃木坂倶楽部,03,03-3401-2201,,,,港区　赤坂八丁目１１番２７号,東京都港区赤坂８丁目１１番２７号,乃木坂倶楽部,73053,13,13103,赤坂８,,2021/12/02,2021/12/02,,,株式会社ダイヤモンド・ノット,,03-3409-1642,,,,,,,,3港み生食営第2624号,新規,菓子製造業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,E,9,,,乃木坂倶楽部03-3401-22017305313103,38bfd3a5-4c68-4e4d-a7cf-7930c6227f06,株式会社ダイヤモンド・ノット,259305ee-b75c-4c7c-86fd-c6bfabc69851,726f334d-8f2f-4d41-8339-963f1827b1b0,2021/12/02,乃木坂倶楽部,乃木坂倶楽部,株式会社ダイヤモンド・ノット
ＦＲｅｅｓｔｙＬｅ　Ｃａｆｅ,港区,赤坂九丁目７番２号,東京ミッドタウン・イースト１０階,,飲食店営業,インフォコム株式会社,,2021年11月10日,2021年11月10日,新規,3港み生食営第2258号,,182,ＦＲｅｅｓｔｙＬｅ　Ｃａｆｅ,03,,,,,港区　赤坂九丁目７番２号,東京都港区赤坂９丁目７番２号,東京ミッドタウン・イースト１０階,73054,13,13103,赤坂９,,2021/11/10,2021/11/10,,,インフォコム株式会社,,,,,,,,,,3港み生食営第2258号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ＦＲｅｅｓｔｙＬｅＣａｆｅ7305413103,fac618bd-e04c-4822-9600-1d9e8a6343ab,インフォコム株式会社,236e401f-bd25-4250-aaa1-a3d38612990d,8b39f495-ec04-432c-83f7-da4104e279c1,2021/11/10,ＦＲｅｅｓｔｙＬｅ　Ｃａｆｅ,ＦＲｅｅｓｔｙＬｅＣａｆｅ,インフォコム株式会社
がいがい．,港区,麻布十番一丁目３番１号,アポリアビル１階,03-3586-3335,飲食店営業,株式会社横浜串工房,045-620-9401,2021年12月22日,2021年12月22日,新規,3港み生食営第2805号,,182,がいがい．,03,03-3586-3335,,,,港区　麻布十番一丁目３番１号,東京都港区麻布十番１丁目３番１号,アポリアビル１階,73055,13,13103,麻布十番１,,2021/12/22,2021/12/22,,,株式会社横浜串工房,,045-620-9401,,,,,,,,3港み生食営第2805号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,がいがい03-3586-33357305513103,3ce381d4-7041-441a-b8a4-b9968f253faf,株式会社横浜串工房,0fe654fd-e638-492c-a107-12b3edc6b39f,427a646f-1987-4e33-97b5-eb406d2a4d7c,2021/12/22,がいがい．,がいがい,株式会社横浜串工房
鮓ふじなが,港区,麻布十番一丁目５番１８号,カートブラン麻布十番４階,03-6435-3522,水産製品製造業,株式会社影技,03-6435-3522,2021年11月25日,2021年11月25日,新規,3港み生食営第2661号,,182,鮓ふじなが,03,03-6435-3522,,,,港区　麻布十番一丁目５番１８号,東京都港区麻布十番１丁目５番１８号,カートブラン麻布十番４階,73055,13,13103,麻布十番１,,2021/11/25,2021/11/25,,,株式会社影技,,03-6435-3522,,,,,,,,3港み生食営第2661号,新規,水産製品製造業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,E,9,92,,鮓ふじなが03-6435-35227305513103,8cf5d99b-8795-4908-91a2-76104181af4a,株式会社影技,f6125db9-8b7b-47fa-8eec-ddef524c61a0,f1d02e2c-617e-4c0d-9712-688cebfb4cba,2021/11/25,鮓ふじなが,鮓ふじなが,株式会社影技
秀殿,港区,麻布十番一丁目７番９号,酒井ビル４階,03-6804-3995,飲食店営業,朔エンターテインメント株式会社,03-6434-0179,2021年12月6日,2021年12月6日,新規,3港み生食営第2731号,,182,秀殿,03,03-6804-3995,,,,港区　麻布十番一丁目７番９号,東京都港区麻布十番１丁目７番９号,酒井ビル４階,73055,13,13103,麻布十番１,,2021/12/06,2021/12/06,,,朔エンターテインメント株式会社,,03-6434-0179,,,,,,,,3港み生食営第2731号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,秀殿03-6804-39957305513103,6a84d81d-3839-443f-a55b-23d1cabd871c,朔エンターテインメント株式会社,a9b38416-e664-44b8-9988-e1a9928721da,bcf8f00f-47ad-4d99-b3d4-553627d42026,2021/12/06,秀殿,秀殿,朔エンターテインメント株式会社
ジンギスカン慶彦　麻布十番店,港区,麻布十番二丁目５番１号,ＭＡＮＩＶＩＡ麻布十番６階,03-6434-0129,飲食店営業,株式会社Ｄｅｅｐ,024-535-3677,2021年12月6日,2021年12月6日,新規,3港み生食営第2709号,,182,ジンギスカン慶彦　麻布十番店,03,03-6434-0129,,,,港区　麻布十番二丁目５番１号,東京都港区麻布十番２丁目５番１号,ＭＡＮＩＶＩＡ麻布十番６階,73056,13,13103,麻布十番２,,2021/12/06,2021/12/06,,,株式会社Ｄｅｅｐ,,024-535-3677,,,,,,,,3港み生食営第2709号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ジンギスカン慶彦麻布十番店03-6434-01297305613103,4453c2a6-01b6-47db-8945-2f48c33f6c2a,株式会社Ｄｅｅｐ,26a23e50-5d5e-4bdd-8131-f177b3916500,5bf77b9e-9b7b-4393-8f91-dd3db9473326,2021/12/06,ジンギスカン慶彦　麻布十番店,ジンギスカン慶彦麻布十番店,株式会社Ｄｅｅｐ
立喰　鮨となり,港区,麻布十番二丁目８番７号,Ｍ２Ｋ　Ｈｏｌｄｉｎｇ　Ｂｌｄ．２Ｆ,03-6453-9950,飲食店営業,株式会社ＳＵＳＨＩ　ＬＡＢ,03-6809-4250,2021年12月28日,2021年12月28日,新規,3港み生食営第2880号,,182,立喰　鮨となり,03,03-6453-9950,,,,港区　麻布十番二丁目８番７号,東京都港区麻布十番２丁目８番７号,Ｍ２Ｋ　Ｈｏｌｄｉｎｇ　Ｂｌｄ．２Ｆ,73056,13,13103,麻布十番２,,2021/12/28,2021/12/28,,,株式会社ＳＵＳＨＩ　ＬＡＢ,,03-6809-4250,,,,,,,,3港み生食営第2880号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,立喰鮨となり03-6453-99507305613103,c23451e3-f2ec-4c92-b221-921ce1d60714,株式会社ＳＵＳＨＩ　ＬＡＢ,7ba649ac-2025-4896-aad8-7a533770c4d7,0b3299b1-7f9f-486f-81dd-d3791a10e56a,2021/12/28,立喰　鮨となり,立喰鮨となり,株式会社ＳＵＳＨＩ　ＬＡＢ
ＩＰＣ　Ｌｏｕｎｇｅ,港区,麻布十番二丁目１２番１０号,ＴＨＥ　ＪＵＢＡＮ１階,03-6453-6627,飲食店営業,インベストメントプロパティコンサルタンツ株式会社,03-6712-5925,2021年12月7日,2021年12月7日,新規,3港み生食営第2493号,,182,ＩＰＣ　Ｌｏｕｎｇｅ,03,03-6453-6627,,,,港区　麻布十番二丁目１２番１０号,東京都港区麻布十番２丁目１２番１０号,ＴＨＥ　ＪＵＢＡＮ１階,73056,13,13103,麻布十番２,,2021/12/07,2021/12/07,,,インベストメントプロパティコンサルタンツ株式会社,,03-6712-5925,,,,,,,,3港み生食営第2493号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ＩＰＣＬｏｕｎｇｅ03-6453-66277305613103,9de3f7ae-cb23-425e-90ee-838707929302,インベストメントプロパティコンサルタンツ株式会社,68ede479-136a-42f1-913c-771e54077f7c,b16b70ab-3b86-4933-9ddd-c9bfbc1a6ac6,2021/12/07,ＩＰＣ　Ｌｏｕｎｇｅ,ＩＰＣＬｏｕｎｇｅ,インベストメントプロパティコンサルタンツ株式会社
ＨＡＮＧ‐ＯＶＥＲ,港区,麻布十番二丁目１３番９号,クレスト麻布３０２,03-5443-6028,飲食店営業,有限会社ケイオウ,,2021年12月8日,2021年12月8日,新規,3港み生食営第2686号,,182,ＨＡＮＧ‐ＯＶＥＲ,03,03-5443-6028,,,,港区　麻布十番二丁目１３番９号,東京都港区麻布十番２丁目１３番９号,クレスト麻布３０２,73056,13,13103,麻布十番２,,2021/12/08,2021/12/08,,,有限会社ケイオウ,,,,,,,,,,3港み生食営第2686号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ＨＡＮＧＯＶＥＲ03-5443-60287305613103,c6634ba1-9596-4326-8577-f8c36800ea5c,有限会社ケイオウ,57f290eb-6ba5-444c-92eb-7c5fbfd4599a,1c22b4ec-8dd8-4a3f-a57e-59f26ed64bc1,2021/12/08,ＨＡＮＧ‐ＯＶＥＲ,ＨＡＮＧＯＶＥＲ,有限会社ケイオウ
ｃｈａｍｐａｇｎｅｂａｒ　ｍｅｒｒｏｗ,港区,麻布十番二丁目２１番７号,バロックシティ麻布十番２階,03-6435-1300,飲食店営業,シリオン・パートナーズ株式会社,03-5577-4720,2021年12月14日,2021年12月14日,新規,3港み生食営第2446号,,182,ｃｈａｍｐａｇｎｅｂａｒ　ｍｅｒｒｏｗ,03,03-6435-1300,,,,港区　麻布十番二丁目２１番７号,東京都港区麻布十番２丁目２１番７号,バロックシティ麻布十番２階,73056,13,13103,麻布十番２,,2021/12/14,2021/12/14,,,シリオン・パートナーズ株式会社,,03-5577-4720,,,,,,,,3港み生食営第2446号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ｃｈａｍｐａｇｎｅｂａｒｍｅｒｒｏｗ03-6435-13007305613103,5aae3951-962a-489f-9cd9-5670e7cd3f39,シリオン・パートナーズ株式会社,3e3a5a9a-31ea-4915-afec-781f65715c53,b1480453-4314-4bc2-afec-b5579291119f,2021/12/14,ｃｈａｍｐａｇｎｅｂａｒ　ｍｅｒｒｏｗ,ｃｈａｍｐａｇｎｅｂａｒｍｅｒｒｏｗ,シリオン・パートナーズ株式会社
ピッコロ・グランデ,港区,麻布十番三丁目７番２号,グランデ麻布十番１、２、３階,03-3457-0665,飲食店営業,株式会社ピツコロ・グランデ,03-3457-0665,2021年12月2日,2021年12月2日,新規,3港み生食営第2697号,,182,ピッコロ・グランデ,03,03-3457-0665,,,,港区　麻布十番三丁目７番２号,東京都港区麻布十番３丁目７番２号,グランデ麻布十番１、２、３階,73057,13,13103,麻布十番３,,2021/12/02,2021/12/02,,,株式会社ピツコロ・グランデ,,03-3457-0665,,,,,,,,3港み生食営第2697号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ピッコログランデ03-3457-06657305713103,00182_d9843bdd-bc7f-4101-ac51-d04c419fa1dc,株式会社ピツコロ・グランデ,e6309e36-72e2-4eca-997a-7011e0d09e26,0334f066-48e1-40c3-979c-3620608884f2,2021/12/02,ピッコロ・グランデ,ピッコログランデ,株式会社ピツコロ・グランデ
ピッコロ・グランデ,港区,麻布十番三丁目７番２号,グランデ麻布十番１、２、３階,03-3457-0665,そうざい製造業,株式会社ピツコロ・グランデ,03-3457-0665,2021年12月2日,2021年12月2日,新規,3港み生食営第2698号,,182,ピッコロ・グランデ,03,03-3457-0665,,,,港区　麻布十番三丁目７番２号,東京都港区麻布十番３丁目７番２号,グランデ麻布十番１、２、３階,73057,13,13103,麻布十番３,,2021/12/02,2021/12/02,,,株式会社ピツコロ・グランデ,,03-3457-0665,,,,,,,,3港み生食営第2698号,新規,そうざい製造業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,E,9,,,ピッコログランデ03-3457-06657305713103,00182_d9843bdd-bc7f-4101-ac51-d04c419fa1dc,株式会社ピツコロ・グランデ,e6309e36-72e2-4eca-997a-7011e0d09e26,6d739f3f-1331-494c-aea1-57dab080e269,2021/12/02,ピッコロ・グランデ,ピッコログランデ,株式会社ピツコロ・グランデ
望月,港区,麻布十番三丁目７番４号,ＣＯＭＳ麻布十番１階,03-6722-6121,菓子製造業,株式会社望月,,2021年12月6日,2021年12月6日,新規,3港み生食営第2750号,,182,望月,03,03-6722-6121,,,,港区　麻布十番三丁目７番４号,東京都港区麻布十番３丁目７番４号,ＣＯＭＳ麻布十番１階,73057,13,13103,麻布十番３,,2021/12/06,2021/12/06,,,株式会社望月,,,,,,,,,,3港み生食営第2750号,新規,菓子製造業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,E,9,,,望月03-6722-61217305713103,00182_2a55d658-338f-4829-a771-bd3654755e12,株式会社望月,67c3e8f1-7fef-410e-9363-fe550594e416,cade7bd7-dcf4-49f4-ae0f-34ab626c62b7,2021/12/06,望月,望月,株式会社望月
ＭＡＩＳＯＮ　ＬＡＮＤＥＭＡＩＮＥ,港区,麻布台三丁目１番５号,麻布台日ノ樹ビル１階,03-5797-7387,飲食店営業,株式会社Ｍａｉｓｏｎ　Ｌａｎｄｅｍａｉｎｅ　Ｊａｐｏｎ,03-5797-7385,2021年12月17日,2021年12月17日,新規,3港み生食営第2852号,,182,ＭＡＩＳＯＮ　ＬＡＮＤＥＭＡＩＮＥ,03,03-5797-7387,,,,港区　麻布台三丁目１番５号,東京都港区麻布台３丁目１番５号,麻布台日ノ樹ビル１階,73061,13,13103,麻布台３,,2021/12/17,2021/12/17,,,株式会社Ｍａｉｓｏｎ　Ｌａｎｄｅｍａｉｎｅ　Ｊａｐｏｎ,,03-5797-7385,,,,,,,,3港み生食営第2852号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ＭＡＩＳＯＮＬＡＮＤＥＭＡＩＮＥ03-5797-73877306113103,7d086b4c-39cd-4703-b53c-3511095445d7,株式会社Ｍａｉｓｏｎ　Ｌａｎｄｅｍａｉｎｅ　Ｊａｐｏｎ,63e5a021-9a5d-4c64-8e7e-6116d6fc97ff,564d5009-a8ae-4e87-b6f5-3c9b7b234e1b,2021/12/17,ＭＡＩＳＯＮ　ＬＡＮＤＥＭＡＩＮＥ,ＭＡＩＳＯＮＬＡＮＤＥＭＡＩＮＥ,株式会社Ｍａｉｓｏｎ　Ｌａｎｄｅｍａｉｎｅ　Ｊａｐｏｎ
ＭＡＩＳＯＮ　ＬＡＮＤＥＭＡＩＮＥ,港区,麻布台三丁目１番５号,麻布台日ノ樹ビル１階,03-5797-7387,菓子製造業,株式会社Ｍａｉｓｏｎ　Ｌａｎｄｅｍａｉｎｅ　Ｊａｐｏｎ,03-5797-7385,2021年12月17日,2021年12月17日,新規,3港み生食営第2853号,,182,ＭＡＩＳＯＮ　ＬＡＮＤＥＭＡＩＮＥ,03,03-5797-7387,,,,港区　麻布台三丁目１番５号,東京都港区麻布台３丁目１番５号,麻布台日ノ樹ビル１階,73061,13,13103,麻布台３,,2021/12/17,2021/12/17,,,株式会社Ｍａｉｓｏｎ　Ｌａｎｄｅｍａｉｎｅ　Ｊａｐｏｎ,,03-5797-7385,,,,,,,,3港み生食営第2853号,新規,菓子製造業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,E,9,,,ＭＡＩＳＯＮＬＡＮＤＥＭＡＩＮＥ03-5797-73877306113103,7d086b4c-39cd-4703-b53c-3511095445d7,株式会社Ｍａｉｓｏｎ　Ｌａｎｄｅｍａｉｎｅ　Ｊａｐｏｎ,63e5a021-9a5d-4c64-8e7e-6116d6fc97ff,600ea059-7390-4c71-989c-d9505a5b5aa8,2021/12/17,ＭＡＩＳＯＮ　ＬＡＮＤＥＭＡＩＮＥ,ＭＡＩＳＯＮＬＡＮＤＥＭＡＩＮＥ,株式会社Ｍａｉｓｏｎ　Ｌａｎｄｅｍａｉｎｅ　Ｊａｐｏｎ
